,Location,NewHome,FTB,Income,EmpSector,Occ,HouseComp,Education,Exp:Inc,LoanValue,LTV,LoanTerm,Interest,HouseVal,MRTI,Label,age
150,1,1,1,92855,9,3,3,6,0.47,277998,0.93,20,0.0535,298923,0.244,0,1
151,6,2,2,156237,6,1,1,5,0.35700000000000004,299283,0.93,35,0.0535,321810,0.121,0,0
152,6,2,1,96156,5,3,5,5,0.402,221778,0.93,35,0.05,238471,0.14,0,0
153,1,2,2,178270,7,1,5,6,0.309,272867,0.55,30,0.015,496122,0.063,1,0
154,6,1,2,156808,14,5,5,5,0.314,244526,0.75,35,0.0535,326035,0.099,0,0
155,6,1,2,157333,13,1,5,3,0.34700000000000003,272015,1.0,30,0.0535,272015,0.11599999999999999,0,1
156,5,2,1,40591,12,3,2,6,0.48700000000000004,283905,0.65,35,0.015,436777,0.257,0,0
157,6,2,2,125219,5,1,3,1,0.44799999999999995,219974,0.975,25,0.035,225614,0.106,0,1
158,6,2,1,139754,3,1,3,6,0.42700000000000005,208803,1.0,35,0.035,208803,0.07400000000000001,0,0
159,1,1,2,109119,11,6,6,3,0.389,172081,1.0,25,0.0535,172081,0.114,0,1
160,1,1,2,94905,13,2,5,3,0.42,409192,0.55,20,0.025,743985,0.27399999999999997,0,1
161,6,2,1,195019,13,2,2,5,0.375,387100,0.975,35,0.0535,397026,0.126,0,0
162,1,1,2,106791,3,2,5,5,0.418,294914,0.7,25,0.0535,421306,0.201,0,1
163,6,1,2,113650,7,1,5,2,0.428,103564,0.85,30,0.035,121840,0.049,0,1
164,1,2,2,152828,13,1,5,2,0.342,412319,0.65,30,0.045,634337,0.16399999999999998,1,1
165,1,1,2,137558,11,1,5,5,0.395,257028,0.7,25,0.035,367183,0.11199999999999999,0,1
166,6,2,1,97349,2,3,1,5,0.408,137621,0.93,40,0.015,147980,0.047,0,0
167,1,2,2,88980,8,1,2,6,0.469,55208,0.7,30,0.045,78869,0.038,0,1
168,6,2,1,98215,4,2,3,5,0.45799999999999996,176173,1.0,40,0.0535,176173,0.109,0,0
169,6,2,2,171842,10,1,5,6,0.35600000000000004,210648,0.7,35,0.0535,300926,0.078,1,1
170,1,1,1,64886,4,3,3,1,0.479,258559,1.0,25,0.05,258559,0.28,0,1
171,3,1,2,78983,2,3,5,4,0.461,201783,0.7,25,0.015,288261,0.12300000000000001,0,1
172,5,1,2,110030,11,1,5,3,0.387,113732,0.93,30,0.0535,122292,0.069,0,0
173,6,1,2,115127,11,1,5,6,0.397,313599,0.93,25,0.025,337203,0.147,0,1
174,1,1,2,120105,5,1,5,6,0.409,447385,0.65,20,0.0535,688285,0.304,0,0
175,2,1,2,72985,6,2,5,5,0.44,166084,0.93,20,0.0535,178585,0.185,0,1
176,6,1,2,97991,12,4,5,5,0.455,298770,0.85,30,0.035,351494,0.16399999999999998,0,1
177,1,2,2,52597,11,2,2,6,0.406,307758,1.0,35,0.045,307758,0.332,0,0
178,6,2,1,97640,11,4,5,5,0.40299999999999997,233887,0.93,35,0.035,251491,0.11900000000000001,0,0
179,6,1,2,140806,2,1,6,6,0.375,200978,0.7,30,0.0535,287111,0.096,0,1
180,6,2,2,101888,11,1,6,5,0.44299999999999995,276524,0.55,35,0.0535,502771,0.172,0,1
181,1,1,2,137145,6,2,3,3,0.40700000000000003,218634,0.6,25,0.0535,364390,0.11599999999999999,1,1
182,3,1,2,178529,11,1,3,5,0.391,97302,0.93,25,0.015,104626,0.026000000000000002,1,0
183,6,1,1,58810,3,2,1,5,0.442,115087,1.0,35,0.0535,115087,0.124,0,1
184,1,2,1,76520,7,1,6,1,0.473,430406,0.85,35,0.025,506360,0.24100000000000002,0,0
185,6,2,1,44165,10,6,6,4,0.522,148600,0.93,35,0.035,159785,0.16699999999999998,0,0
186,1,2,2,155922,11,1,6,6,0.392,282040,0.65,30,0.035,433908,0.09699999999999999,1,1
187,1,2,2,50150,9,2,5,1,0.496,203408,0.85,25,0.0535,239304,0.295,0,1
188,3,2,1,68486,2,4,1,6,0.48700000000000004,211223,0.93,30,0.0535,227122,0.207,0,0
189,6,2,2,142420,1,5,3,6,0.41700000000000004,204152,0.45,35,0.015,453671,0.053,1,1
190,6,1,2,42202,4,3,5,5,0.452,152121,0.85,25,0.025,178966,0.19399999999999998,0,1
191,1,1,1,117065,2,6,3,6,0.446,268562,1.0,35,0.015,268562,0.084,0,0
192,1,2,2,177974,14,1,5,2,0.28800000000000003,506510,0.65,30,0.0535,779246,0.191,1,1
193,1,2,1,154945,6,1,6,6,0.361,271160,0.85,35,0.045,319012,0.099,1,1
194,6,2,2,162414,5,1,3,4,0.418,235830,0.75,35,0.015,314440,0.053,0,1
195,6,2,2,59758,3,2,2,6,0.41200000000000003,56269,0.75,40,0.025,75025,0.037000000000000005,0,1
196,2,1,1,60610,2,3,5,6,0.408,199899,1.0,20,0.05,199899,0.261,0,0
197,1,1,1,79860,9,1,1,3,0.484,52299,1.0,25,0.035,52299,0.039,0,1
198,6,2,2,157324,12,6,5,4,0.316,199100,0.93,25,0.0535,214086,0.092,0,1
199,6,1,1,76870,2,3,6,6,0.503,230403,1.0,35,0.035,230403,0.149,0,0
200,1,2,1,89364,13,1,2,3,0.467,349323,1.0,35,0.0535,349323,0.247,0,1
201,1,2,1,158779,3,2,1,6,0.332,343153,1.0,35,0.015,343153,0.079,0,0
202,6,1,2,126357,10,1,5,4,0.41700000000000004,261661,0.75,25,0.0535,348881,0.15,0,1
203,1,2,2,153568,7,1,1,3,0.316,420179,0.65,25,0.035,646429,0.16399999999999998,1,1
204,6,2,2,161508,5,1,5,5,0.319,213969,0.93,35,0.0535,230074,0.084,0,1
205,2,1,2,94646,8,1,1,5,0.435,108963,0.75,20,0.0535,145284,0.094,1,1
206,6,1,1,124356,10,2,3,5,0.445,275999,0.75,35,0.015,367999,0.08199999999999999,0,0
207,6,1,2,159475,7,1,3,6,0.428,150968,0.93,30,0.035,162331,0.051,0,1
208,6,2,1,155062,4,2,5,5,0.35,247003,0.93,35,0.0535,265595,0.10099999999999999,0,0
209,2,2,2,153622,8,1,2,6,0.40399999999999997,320299,0.85,30,0.035,376822,0.11199999999999999,0,0
210,6,2,2,141267,3,1,6,3,0.42700000000000005,91474,0.75,25,0.015,121965,0.031,0,1
211,6,1,1,78181,2,4,1,3,0.45,249167,0.93,35,0.035,267922,0.158,0,0
212,3,1,2,179191,13,1,3,6,0.374,178130,0.6,25,0.0535,296883,0.07200000000000001,1,1
213,1,1,1,127640,7,1,1,6,0.389,405113,0.93,35,0.035,435605,0.157,0,0
214,2,2,2,100752,12,4,1,6,0.376,153470,0.7,20,0.015,219243,0.08800000000000001,0,1
215,6,2,2,175000,5,1,5,5,0.33899999999999997,141134,0.75,30,0.025,188179,0.038,0,1
216,4,2,2,145583,9,1,6,3,0.47200000000000003,235289,0.7,25,0.015,336127,0.078,0,1
217,6,1,1,59195,3,3,2,2,0.45399999999999996,210858,1.0,35,0.025,210858,0.153,0,1
218,6,2,2,163029,1,6,5,6,0.284,92907,0.6,40,0.025,154845,0.023,1,1
219,2,2,2,124556,13,1,1,5,0.41200000000000003,202936,0.6,25,0.0535,338227,0.11800000000000001,1,1
220,6,2,2,43120,12,3,6,6,0.496,250465,0.85,30,0.0535,294665,0.389,0,1
221,6,1,2,151969,5,1,1,5,0.36200000000000004,163373,0.93,35,0.035,175670,0.053,0,0
222,2,2,2,92069,11,2,5,5,0.45799999999999996,126385,0.93,20,0.035,135898,0.096,0,0
223,6,2,1,69655,9,4,2,5,0.42,258244,0.55,35,0.035,469535,0.184,0,1
224,1,1,1,114669,8,1,3,5,0.44,221642,1.0,35,0.0535,221642,0.122,0,0
225,1,2,1,65650,8,2,1,4,0.425,120478,0.93,35,0.025,129546,0.079,0,0
226,6,2,2,169705,6,1,5,5,0.28800000000000003,83893,0.85,40,0.0535,98698,0.03,1,0
227,1,2,2,168218,5,1,3,5,0.447,345451,0.6,35,0.035,575752,0.102,1,1
228,6,2,2,129737,6,2,5,3,0.401,283333,0.85,25,0.035,333333,0.131,0,1
229,1,1,2,132764,13,1,5,5,0.363,207113,0.7,25,0.015,295876,0.075,1,0
230,2,2,1,43513,5,3,6,6,0.523,290932,0.85,20,0.0535,342273,0.545,0,1
231,1,1,1,165788,1,2,3,5,0.462,198056,1.0,35,0.025,198056,0.051,0,0
232,3,1,2,75629,3,2,3,5,0.486,115390,0.55,25,0.0535,209800,0.111,0,1
233,1,2,2,77642,3,1,4,6,0.493,201303,1.0,30,0.0535,201303,0.174,0,1
234,6,2,2,147433,3,6,3,5,0.496,96826,1.0,35,0.0535,96826,0.042,0,1
235,6,2,2,81850,13,1,2,6,0.45,304842,1.0,30,0.0535,304842,0.25,0,1
236,1,2,1,109975,2,3,1,6,0.423,325490,0.85,35,0.0535,382929,0.187,0,1
237,1,2,2,123944,5,1,5,6,0.345,417839,0.85,30,0.035,491575,0.182,0,0
238,1,1,2,156839,11,1,5,5,0.374,262875,0.85,25,0.0535,309265,0.122,1,1
239,2,2,2,70590,12,6,4,5,0.413,169967,0.75,20,0.0535,226623,0.196,0,1
240,1,1,2,86800,2,2,3,3,0.47700000000000004,412026,0.93,20,0.035,443039,0.33,0,0
241,6,2,2,110568,11,1,5,6,0.374,154911,0.55,40,0.0535,281656,0.085,1,0
242,1,2,1,124034,1,2,1,4,0.37200000000000005,132896,0.93,35,0.0535,142899,0.068,0,0
243,2,2,1,119830,9,6,6,2,0.406,278427,0.7,25,0.0535,397753,0.16899999999999998,0,1
244,1,1,2,145768,3,1,6,6,0.426,433183,0.93,25,0.045,465788,0.198,0,1
245,1,2,1,142913,3,1,6,5,0.408,274229,1.0,25,0.0535,274229,0.139,0,1
246,1,2,2,75556,2,3,5,6,0.46399999999999997,420304,0.75,25,0.0535,560405,0.40399999999999997,0,1
247,6,2,2,114231,1,6,1,5,0.435,253691,0.65,35,0.0535,390294,0.141,0,1
248,6,2,2,52964,13,6,2,5,0.466,256735,0.7,30,0.0535,366764,0.325,0,1
249,6,2,2,140282,7,1,3,6,0.45299999999999996,173083,0.65,35,0.0535,266282,0.078,1,1
250,6,2,2,156276,11,1,5,3,0.32899999999999996,284181,1.0,25,0.035,284181,0.109,0,1
251,1,1,2,135382,7,1,6,5,0.408,345164,0.65,20,0.0535,531022,0.20800000000000002,1,1
252,1,1,1,146450,12,6,1,5,0.354,251561,1.0,35,0.015,251561,0.063,0,0
253,1,1,1,87171,12,6,5,6,0.46799999999999997,314321,0.45,35,0.015,698491,0.132,0,1
254,6,1,1,82858,1,5,5,6,0.43,181759,0.93,35,0.0535,195440,0.139,0,0
255,2,1,1,87026,2,4,1,6,0.446,220469,1.0,25,0.045,220469,0.16899999999999998,0,1
256,3,2,2,200197,13,6,5,4,0.38299999999999995,403627,0.85,25,0.05,474855,0.141,0,1
257,6,2,1,56743,2,4,2,1,0.418,199503,0.975,35,0.025,204618,0.151,0,1
258,6,1,2,129211,14,1,1,6,0.384,169520,0.7,30,0.015,242171,0.054000000000000006,0,1
259,3,2,2,156053,12,6,3,5,0.365,107358,0.85,25,0.0535,126304,0.05,0,1
260,2,1,1,200292,2,3,5,6,0.33799999999999997,328532,0.7,25,0.0535,469331,0.11900000000000001,0,0
261,6,2,1,126924,9,2,5,7,0.382,84216,0.85,35,0.0535,99078,0.042,1,0
262,1,1,2,152800,6,1,5,5,0.29,378782,0.975,20,0.025,388494,0.158,0,1
263,1,2,2,158500,7,1,1,5,0.39799999999999996,85209,0.7,30,0.0535,121727,0.036000000000000004,1,0
264,3,1,1,66579,11,2,5,5,0.45299999999999996,83517,0.93,25,0.0535,89803,0.091,0,1
265,1,1,1,97913,3,2,4,4,0.418,224776,0.93,35,0.035,241695,0.114,0,0
266,4,1,2,145564,3,2,5,4,0.374,165429,0.85,25,0.0535,194622,0.083,0,1
267,1,2,2,157523,6,1,3,2,0.341,267416,0.65,25,0.015,411409,0.081,1,1
268,6,2,2,162487,11,1,3,5,0.413,144237,0.45,35,0.0535,320527,0.055999999999999994,1,0
269,2,1,1,94366,9,3,3,4,0.483,165248,0.93,25,0.0535,177686,0.127,0,0
270,6,2,2,124465,9,1,3,5,0.42,119154,0.7,30,0.05,170220,0.062,1,1
271,1,2,2,173232,8,2,5,6,0.309,98967,0.85,30,0.0535,116432,0.038,1,1
272,2,1,2,58279,6,2,2,5,0.484,303994,0.55,20,0.015,552716,0.302,0,1
273,1,1,1,84645,5,2,4,6,0.365,241689,0.65,35,0.015,371829,0.105,1,1
274,3,1,1,46770,2,4,2,5,0.511,211739,0.75,25,0.0535,282319,0.32899999999999996,0,1
275,6,2,2,67599,10,6,5,5,0.435,185694,0.6,35,0.0535,309490,0.174,0,1
276,1,2,1,121783,5,1,6,5,0.376,353631,0.975,35,0.0535,362698,0.184,0,0
277,1,1,1,102219,6,2,1,6,0.42200000000000004,163038,1.0,25,0.045,163038,0.106,0,0
278,6,2,2,66369,12,1,3,5,0.505,216766,0.85,40,0.05,255019,0.18899999999999997,0,0
279,6,2,2,158112,11,2,5,1,0.29,176455,0.7,35,0.015,252079,0.040999999999999995,1,1
280,6,2,2,145216,1,6,3,1,0.41700000000000004,129603,0.93,30,0.035,139358,0.048,0,1
281,4,1,1,129129,13,1,5,4,0.36700000000000005,113049,0.93,35,0.0535,121558,0.055,0,0
282,6,1,2,153886,1,5,6,5,0.42100000000000004,382685,0.93,25,0.0535,411489,0.18100000000000002,0,1
283,6,2,2,150564,12,1,5,4,0.34700000000000003,271165,0.6,35,0.015,451942,0.066,0,1
284,1,1,2,177249,13,2,3,6,0.385,313595,0.93,25,0.0535,337199,0.128,1,1
285,6,2,2,86023,2,3,3,3,0.49200000000000005,282178,0.75,30,0.015,376237,0.136,0,1
286,1,1,2,116093,7,1,3,6,0.48700000000000004,413445,0.85,20,0.025,486406,0.226,0,0
287,2,1,2,138059,1,6,1,3,0.363,203515,0.93,20,0.0535,218833,0.12,0,1
288,2,2,1,133551,10,1,5,6,0.326,54515,0.75,30,0.0535,72687,0.027000000000000003,1,1
289,6,2,2,181856,5,3,3,6,0.387,153364,0.45,35,0.035,340809,0.042,0,0
290,6,2,2,74295,2,4,5,5,0.44799999999999995,173882,1.0,40,0.015,173882,0.078,0,0
291,1,1,2,158608,3,2,5,7,0.354,234318,0.93,20,0.045,251955,0.11199999999999999,0,1
292,6,1,1,93567,14,2,6,5,0.465,384785,0.93,35,0.015,413747,0.151,0,0
293,2,1,1,90207,12,3,1,6,0.45,101204,1.0,20,0.0535,101204,0.092,0,1
294,5,1,1,54172,2,4,3,6,0.5429999999999999,189025,1.0,35,0.035,189025,0.17300000000000001,0,0
295,6,2,1,73278,2,3,2,6,0.426,242977,0.93,35,0.0535,261266,0.21,0,0
296,1,2,1,122586,4,1,3,6,0.469,305370,1.0,35,0.0535,305370,0.158,0,1
297,1,2,2,154374,3,1,3,6,0.385,409330,0.75,30,0.025,545773,0.126,1,0
298,1,1,2,157259,11,1,3,7,0.385,253839,0.7,25,0.0535,362627,0.11699999999999999,1,1
299,1,2,2,149724,3,1,5,5,0.408,68397,0.85,35,0.05,80467,0.027999999999999997,1,1
300,6,1,2,190722,11,1,5,4,0.34,161379,1.0,25,0.0535,161379,0.061,0,1
301,1,2,2,130847,13,1,5,3,0.391,65616,0.65,35,0.0535,100948,0.032,1,1
302,3,2,2,158856,7,1,5,4,0.32799999999999996,204343,0.65,25,0.015,314374,0.062,1,1
303,6,1,2,82310,11,2,6,5,0.48200000000000004,287920,0.65,30,0.0535,442954,0.23399999999999999,0,1
304,5,1,2,157933,3,3,1,6,0.331,340490,0.93,25,0.025,366118,0.11599999999999999,0,1
305,1,1,1,78390,3,3,2,6,0.449,397766,1.0,35,0.0535,397766,0.321,0,0
306,2,2,1,67505,5,6,1,1,0.46,278521,0.93,25,0.0535,299485,0.3,0,0
307,1,1,2,148607,6,1,1,1,0.36200000000000004,204232,0.75,25,0.05,272309,0.096,0,1
308,2,1,2,91408,2,4,3,6,0.439,57109,0.75,20,0.0535,76145,0.051,0,1
309,1,2,1,63450,4,3,2,6,0.48200000000000004,263139,0.93,35,0.035,282945,0.20600000000000002,0,1
310,6,1,1,172681,8,3,5,4,0.273,293626,0.85,30,0.0535,345442,0.114,0,1
311,1,2,2,117772,2,2,1,3,0.39799999999999996,52312,0.75,35,0.0535,69749,0.027999999999999997,0,1
312,6,1,2,112172,13,6,5,4,0.375,351136,1.0,25,0.015,351136,0.15,0,1
313,6,2,2,130696,3,1,3,5,0.425,289819,0.75,30,0.05,386425,0.14300000000000002,0,1
314,6,1,1,112525,12,3,5,5,0.40700000000000003,212893,1.0,35,0.045,212893,0.107,0,1
315,2,1,1,64542,1,5,1,6,0.474,196948,0.85,25,0.0535,231704,0.222,0,1
316,6,2,2,122540,10,1,5,6,0.379,504113,0.93,30,0.0535,542057,0.276,0,1
317,6,2,2,155223,13,1,5,2,0.337,202484,0.6,25,0.0535,337473,0.095,0,1
318,1,2,1,163652,1,2,6,6,0.355,265284,0.93,35,0.0535,285252,0.10300000000000001,0,0
319,1,1,2,169701,6,2,3,6,0.461,280797,0.85,20,0.05,330349,0.131,1,1
320,6,2,1,136430,8,2,5,5,0.381,340093,0.93,35,0.0535,365691,0.158,0,1
321,2,2,2,131991,7,6,5,5,0.384,96342,0.45,25,0.0535,214093,0.053,1,0
322,1,1,1,106886,5,1,3,4,0.486,447558,0.975,35,0.025,459034,0.18,0,0
323,2,2,2,103859,4,6,6,5,0.434,225548,0.93,20,0.025,242525,0.138,0,1
324,2,2,2,78394,5,2,6,5,0.475,97627,0.6,25,0.0535,162712,0.09,0,1
325,2,1,1,100102,6,2,6,6,0.446,294091,0.93,20,0.0535,316227,0.24,0,0
326,1,1,2,111005,8,2,2,6,0.446,246555,0.7,20,0.0535,352221,0.18100000000000002,0,1
327,1,1,1,90203,7,2,3,6,0.46799999999999997,421084,0.93,25,0.025,452778,0.251,0,0
328,1,2,1,83384,14,6,5,6,0.402,257601,0.93,35,0.0535,276990,0.195,0,1
329,6,2,2,119966,4,5,1,3,0.424,128715,0.65,30,0.05,198023,0.069,0,1
330,5,1,2,123430,7,1,5,5,0.37200000000000005,127733,0.75,30,0.0535,170311,0.069,1,0
331,6,1,2,160101,11,3,3,6,0.42100000000000004,200512,0.85,30,0.025,235896,0.059000000000000004,0,0
332,6,1,2,130199,8,1,5,4,0.341,159659,0.7,30,0.0535,228084,0.08199999999999999,1,0
333,5,2,2,97634,7,1,3,6,0.485,388654,0.85,25,0.015,457240,0.191,0,1
334,6,2,2,97061,6,2,5,4,0.439,106054,0.65,35,0.0535,163160,0.069,0,1
335,4,2,2,131995,9,1,3,5,0.479,225889,0.7,30,0.05,322699,0.11,0,0
336,3,2,2,67306,5,6,5,6,0.395,107686,0.7,25,0.05,153837,0.11199999999999999,0,1
337,2,2,2,68356,3,1,5,6,0.452,314435,0.6,20,0.05,524058,0.364,0,1
338,1,1,2,169319,9,1,3,5,0.34700000000000003,167549,0.7,20,0.015,239356,0.057,1,1
339,1,1,2,198954,9,1,1,5,0.359,183079,0.93,25,0.035,196859,0.055,1,1
340,2,2,1,100351,3,3,1,6,0.391,265197,0.93,25,0.015,285158,0.127,0,0
341,6,1,2,67229,6,1,5,6,0.447,76724,0.55,30,0.0535,139498,0.076,1,1
342,1,1,2,170311,11,1,5,5,0.361,184659,0.75,20,0.0535,246212,0.08800000000000001,1,1
343,6,1,2,137801,3,1,5,4,0.36200000000000004,207586,0.6,30,0.0535,345977,0.10099999999999999,0,0
344,1,2,2,156374,6,1,5,6,0.309,350388,0.7,30,0.035,500554,0.121,1,1
345,1,2,2,179776,11,1,3,6,0.41600000000000004,326764,0.75,30,0.015,435685,0.075,1,1
346,6,2,1,75737,13,1,1,5,0.488,238537,0.93,40,0.015,256491,0.105,0,0
347,6,1,1,54711,14,4,1,3,0.431,171508,0.93,30,0.05,184417,0.20199999999999999,0,1
348,1,2,1,90885,12,6,3,6,0.491,270017,0.93,40,0.0535,290341,0.18,0,0
349,1,1,2,102478,11,1,5,5,0.41100000000000003,265813,0.7,25,0.0535,379733,0.188,0,1
350,6,2,1,93864,2,3,3,6,0.474,141483,0.93,35,0.025,152132,0.065,0,1
351,6,1,2,126061,10,1,5,5,0.39299999999999996,59226,1.0,25,0.035,59226,0.027999999999999997,0,1
352,2,1,2,119089,8,2,3,1,0.457,258929,0.6,20,0.015,431548,0.126,0,1
353,1,2,2,170133,3,1,1,5,0.36200000000000004,353231,0.93,35,0.035,379818,0.10300000000000001,0,0
354,6,2,2,160651,7,2,6,6,0.374,220600,0.75,40,0.025,294133,0.054000000000000006,0,0
355,6,1,2,157566,3,2,5,4,0.305,285494,0.7,30,0.035,407849,0.098,0,1
356,6,2,2,161248,11,1,5,5,0.36,295868,0.85,30,0.035,348080,0.099,1,1
357,6,1,2,132986,3,3,1,4,0.38799999999999996,174103,0.65,25,0.0535,267851,0.095,0,1
358,6,2,1,110154,14,2,3,5,0.442,143389,0.75,35,0.0535,191185,0.08199999999999999,0,0
359,1,2,1,104519,3,1,5,5,0.381,174086,0.45,35,0.045,386858,0.095,1,1
360,1,2,1,63916,9,2,1,5,0.505,404069,0.85,25,0.015,475375,0.303,0,1
361,1,2,2,105910,5,1,3,3,0.456,296005,0.7,30,0.035,422864,0.151,0,1
362,1,2,1,137114,7,1,3,6,0.434,379138,0.6,30,0.0535,631897,0.185,1,1
363,6,2,2,63244,1,3,2,6,0.47600000000000003,182877,0.65,35,0.025,281349,0.124,0,1
364,2,2,2,54683,3,2,3,5,0.505,414260,0.85,20,0.035,487365,0.527,0,1
365,2,2,2,154969,7,1,5,5,0.406,275895,0.65,25,0.0535,424454,0.129,1,0
366,6,2,2,144489,3,1,5,5,0.377,183856,0.93,25,0.0535,197695,0.092,0,1
367,6,1,1,100465,12,3,6,5,0.467,68820,0.7,35,0.0535,98314,0.043,0,0
368,1,1,1,95176,11,2,3,5,0.495,131741,1.0,35,0.025,131741,0.059000000000000004,0,0
369,1,1,2,49199,3,3,2,6,0.473,348789,0.75,20,0.045,465052,0.5379999999999999,0,1
370,6,2,1,78635,9,6,1,6,0.494,266916,0.85,35,0.0535,314019,0.215,0,0
371,1,2,2,161804,8,2,4,3,0.312,338971,0.85,25,0.05,398789,0.147,1,1
372,1,2,2,121033,7,1,3,4,0.423,677303,0.93,30,0.035,728283,0.302,1,1
373,4,1,1,74519,12,3,5,7,0.452,122306,0.975,30,0.035,125442,0.08800000000000001,0,1
374,1,1,2,146949,13,1,5,6,0.405,238808,0.93,20,0.0535,256783,0.133,0,1
375,6,2,2,196477,6,1,3,6,0.42700000000000005,108628,0.75,30,0.045,144837,0.034,0,1
376,6,1,2,42712,13,2,5,4,0.46799999999999997,196127,0.45,30,0.0535,435838,0.308,0,1
377,1,1,2,77516,5,2,5,5,0.434,217873,0.93,25,0.0535,234272,0.204,0,1
378,6,1,1,117576,4,4,5,4,0.42100000000000004,207398,0.975,35,0.035,212716,0.087,0,1
379,6,2,1,91802,12,4,1,6,0.428,199936,0.85,35,0.0535,235219,0.138,0,0
380,1,2,2,155647,11,1,5,3,0.284,368114,0.45,35,0.0535,818031,0.15,1,1
381,6,1,1,141899,12,3,1,5,0.384,242595,0.93,35,0.035,260855,0.085,0,0
382,3,2,2,47599,2,2,5,6,0.47100000000000003,128061,0.85,25,0.025,150660,0.145,0,1
383,4,2,2,66669,12,6,1,5,0.48700000000000004,378169,0.65,30,0.0535,581798,0.38,0,0
384,1,1,2,97309,7,1,3,5,0.467,367893,0.93,25,0.015,395584,0.18100000000000002,0,1
385,1,2,1,93556,7,2,2,5,0.45299999999999996,148958,0.93,35,0.0535,160170,0.10099999999999999,0,1
386,6,2,1,137906,2,4,6,5,0.42,285677,0.93,35,0.0535,307180,0.131,0,0
387,1,1,2,92496,3,1,1,6,0.395,195301,0.75,20,0.0535,260401,0.172,0,1
388,2,2,1,44348,3,3,3,6,0.528,210902,0.85,25,0.045,248120,0.317,0,0
389,3,2,2,124406,4,1,6,1,0.40700000000000003,128210,0.75,25,0.0535,170947,0.075,0,1
390,6,1,1,107468,8,3,5,6,0.431,208260,0.93,35,0.0535,223935,0.12300000000000001,0,0
391,6,2,1,85713,2,3,3,5,0.488,185521,0.93,35,0.0535,199485,0.13699999999999998,0,0
392,3,1,2,136935,13,2,5,5,0.35200000000000004,153351,0.93,25,0.035,164894,0.067,0,1
393,1,1,2,119235,10,1,6,6,0.451,272987,0.6,25,0.045,454978,0.153,1,1
394,2,1,1,55882,11,6,1,4,0.502,299053,1.0,25,0.025,299053,0.28800000000000003,0,1
395,1,2,1,68852,2,4,4,5,0.419,313483,0.93,35,0.0535,337078,0.28800000000000003,0,1
396,5,1,2,186720,11,1,5,5,0.377,157926,0.75,30,0.0535,210568,0.057,1,0
397,1,2,1,152325,11,1,1,5,0.386,330513,1.0,40,0.0535,330513,0.132,0,0
398,2,1,2,129453,3,2,3,4,0.406,274378,0.65,20,0.0535,422120,0.17300000000000001,1,1
399,6,2,2,173930,10,1,5,5,0.303,243534,0.6,30,0.035,405890,0.075,1,1
400,6,2,1,67842,11,2,2,6,0.45899999999999996,189099,0.93,35,0.0535,203332,0.17600000000000002,0,0
401,2,1,2,137286,10,1,3,4,0.49,199491,0.85,20,0.0535,234695,0.11800000000000001,0,1
402,1,1,2,154201,10,1,4,3,0.312,260915,0.65,20,0.035,401408,0.11800000000000001,1,1
403,2,1,2,107495,8,2,5,6,0.359,333297,0.85,20,0.045,392114,0.235,0,0
404,1,1,1,107276,3,1,3,6,0.47200000000000003,279510,0.6,25,0.05,465850,0.183,0,0
405,1,2,2,126717,3,2,5,5,0.405,211256,0.85,35,0.035,248536,0.083,0,1
406,1,2,2,134359,8,1,6,2,0.465,445333,0.93,30,0.0535,478853,0.222,0,1
407,2,2,2,180340,8,1,5,3,0.38799999999999996,218173,0.65,25,0.0535,335651,0.08800000000000001,1,1
408,2,1,2,87577,1,3,3,5,0.478,341514,0.6,20,0.015,569190,0.226,0,1
409,6,2,2,152991,1,6,5,6,0.369,198662,0.75,40,0.0535,264883,0.079,0,0
410,6,1,2,159596,6,1,3,6,0.39399999999999996,108563,0.75,25,0.015,144751,0.033,1,1
411,1,1,1,59839,13,6,5,6,0.45899999999999996,270835,0.85,35,0.0535,318629,0.28600000000000003,0,1
412,6,1,2,138875,14,1,3,6,0.419,273927,0.93,25,0.0535,294545,0.14300000000000002,0,1
413,2,1,2,168162,11,1,5,5,0.391,294373,0.6,20,0.035,490622,0.122,1,1
414,6,2,2,167498,5,6,5,5,0.314,193874,0.93,35,0.0535,208467,0.073,0,1
415,6,1,2,153230,11,1,3,5,0.359,254845,0.75,30,0.015,339793,0.069,1,1
416,6,1,1,43283,1,5,3,4,0.539,234527,0.93,35,0.025,252180,0.23199999999999998,0,0
417,1,2,2,67635,8,2,5,2,0.441,78846,0.7,25,0.0535,112637,0.085,0,1
418,2,2,1,57752,1,5,1,6,0.47700000000000004,182693,0.93,30,0.035,196444,0.17,0,0
419,1,2,2,153162,6,1,3,5,0.368,270613,0.93,30,0.025,290982,0.084,1,1
420,3,2,1,171021,13,2,3,6,0.345,444878,0.93,30,0.035,478363,0.14,1,0
421,2,2,1,119446,12,3,3,5,0.413,170984,1.0,30,0.0535,170984,0.096,0,0
422,2,2,2,155390,5,1,5,2,0.324,181053,0.7,25,0.0535,258647,0.085,1,1
423,1,2,2,83911,8,2,1,5,0.441,154892,0.6,35,0.0535,258153,0.11699999999999999,0,1
424,6,1,1,67431,3,2,6,6,0.48,241457,1.0,35,0.0535,241457,0.22699999999999998,0,0
425,6,1,2,129049,5,1,5,4,0.39799999999999996,264864,0.85,25,0.0535,311605,0.149,0,1
426,6,2,2,161628,3,1,3,5,0.34299999999999997,113764,0.85,30,0.0535,133840,0.047,1,1
