,Location,NewHome,FTB,Age,Income,EmpSector,Occ,HouseComp,Education,Exp:Inc,LoanValue,LTV,LoanTerm,Interest,HouseVal,MRTI,Score
3232,2,1,1,29,69152,11,4,1,5,0.48100000000000004,342258,1.0,25,0.035,342258,0.297,270.77666139999997
3233,2,1,1,40,69482,1,5,2,5,0.46,210046,0.75,20,0.045,280061,0.23,267.6855969
3234,6,2,2,50,84025,13,1,5,5,0.38,114244,0.93,35,0.0535,122843,0.086,212.05403619999998
3235,1,2,1,22,125586,10,1,3,6,0.441,220625,0.93,40,0.0535,237231,0.107,211.3199366
3236,6,1,2,34,147657,1,5,6,7,0.423,102439,0.93,30,0.0535,110149,0.046,226.31972850000002
3237,1,2,2,39,170503,12,6,3,6,0.45799999999999996,342500,0.75,35,0.035,456667,0.1,221.6937944
3238,4,2,2,32,143284,3,3,3,6,0.44799999999999995,156044,0.93,25,0.035,167789,0.065,232.6137773
3239,2,2,2,38,109908,5,1,4,5,0.331,426604,0.7,20,0.025,609434,0.247,178.58886619999998
3240,6,2,1,34,71474,12,3,2,6,0.449,159046,0.85,35,0.0535,187113,0.141,255.27495389999999
3241,3,2,2,32,150671,7,1,5,3,0.35100000000000003,130006,0.6,25,0.0535,216677,0.063,165.54829740000002
3242,6,1,1,29,77348,12,3,5,6,0.46799999999999997,159562,0.975,35,0.035,163653,0.102,267.13869359999995
3243,1,1,2,27,53912,6,1,2,4,0.462,156464,0.85,20,0.0535,184075,0.237,239.6582582
3244,6,2,1,25,58023,12,3,5,6,0.46299999999999997,172742,0.93,35,0.05,185744,0.18,269.3012997
3245,6,2,1,32,90517,4,6,1,6,0.42,237521,1.0,35,0.035,237521,0.13,271.8754502
3246,6,2,2,49,138222,14,1,5,5,0.4,429239,0.75,35,0.0535,572319,0.196,231.5789358
3247,2,1,2,26,110179,10,2,1,6,0.40700000000000003,231572,1.0,20,0.0535,231572,0.171,210.8903801
3248,1,1,2,35,184880,3,6,3,4,0.445,189411,0.93,25,0.045,203668,0.068,233.5910247
3249,3,1,2,48,75895,14,2,1,5,0.46799999999999997,116247,0.55,25,0.015,211358,0.07400000000000001,220.29327169999996
3250,6,2,1,28,134018,14,1,5,6,0.33399999999999996,167936,0.93,35,0.0535,180576,0.079,205.76207380000002
3251,1,1,1,48,98453,13,2,2,6,0.45799999999999996,232893,1.0,25,0.0535,232893,0.172,236.82546340000002
3252,3,1,1,30,137187,12,3,5,6,0.36,269374,0.85,30,0.0535,316911,0.132,214.1025866
3253,1,2,2,29,113717,9,1,1,6,0.371,304489,0.6,35,0.0535,507482,0.16899999999999998,167.38285469999997
3254,5,1,2,52,178766,6,1,1,1,0.35100000000000003,346441,0.6,25,0.0535,577402,0.141,196.41426299999998
3255,5,2,2,28,153859,7,1,6,5,0.419,103527,1.0,30,0.0535,103527,0.045,199.312725
3256,6,1,2,43,127505,3,2,5,5,0.359,172466,0.75,25,0.0535,229955,0.098,176.2968369
3257,4,2,2,22,156740,10,2,5,6,0.27899999999999997,252952,0.75,35,0.0535,337269,0.102,187.30269760000002
3258,4,1,2,48,98301,2,3,3,4,0.486,244794,0.55,25,0.035,445080,0.15,242.3492846
3259,1,2,2,28,98596,3,2,4,6,0.45,303379,0.6,35,0.035,505632,0.153,199.05311740000002
3260,3,1,2,39,182398,13,1,3,5,0.374,228211,0.7,25,0.05,326016,0.08800000000000001,176.0157515
3261,1,1,2,44,131216,7,1,5,4,0.364,271955,0.7,25,0.0535,388507,0.151,165.42928999999998
3262,6,2,2,46,164143,12,3,6,5,0.368,164868,0.75,25,0.0535,219824,0.073,220.92923900000002
3263,3,2,2,43,178085,6,1,5,5,0.345,330631,0.93,25,0.015,355517,0.08900000000000001,180.625025
3264,1,2,2,43,154940,8,1,3,5,0.392,358369,0.6,30,0.0535,597282,0.155,136.3869782
3265,2,1,2,43,155877,7,1,5,6,0.304,167161,0.65,20,0.045,257171,0.081,158.5138225
3266,6,2,2,33,123764,3,1,5,6,0.34700000000000003,99247,0.7,30,0.035,141781,0.043,211.8527665
3267,1,1,1,23,92456,6,2,6,5,0.503,294712,0.975,35,0.045,302269,0.18100000000000002,258.80185409999996
3268,1,1,2,54,136211,11,1,5,3,0.39799999999999996,198334,0.45,20,0.015,440742,0.084,174.1591256
3269,4,2,2,29,162759,3,1,3,5,0.397,313086,0.75,30,0.0535,417448,0.129,197.0902665
3270,1,2,1,39,64849,5,2,3,6,0.456,407949,0.93,35,0.035,438655,0.312,244.46528930000002
3271,5,2,1,28,77660,9,2,3,4,0.489,297103,1.0,35,0.015,297103,0.141,250.2952233
3272,6,1,1,27,53156,12,3,1,5,0.46299999999999997,237000,0.93,35,0.035,254839,0.221,279.57885539999995
3273,2,2,2,50,41094,13,2,2,5,0.494,187049,0.75,20,0.0535,249399,0.371,238.5524601
3274,6,2,1,20,71043,4,4,1,4,0.46399999999999997,185487,0.85,35,0.0535,218220,0.165,262.9583104
3275,1,2,2,26,138113,1,1,3,4,0.461,323361,0.7,40,0.035,461944,0.109,207.7107884
3276,6,1,2,42,116077,8,1,5,6,0.39399999999999996,179141,0.7,25,0.045,255916,0.10300000000000001,209.1391217
3277,6,2,2,31,158836,3,1,3,3,0.37799999999999995,231421,0.65,30,0.015,356032,0.06,203.1326779
3278,1,1,2,29,67194,13,2,2,6,0.41,323951,0.75,25,0.0535,431935,0.35,226.0919801
3279,1,2,2,42,153099,7,1,1,6,0.41,554767,0.6,25,0.0535,924612,0.263,151.00909769999998
3280,6,1,1,34,151300,5,2,6,6,0.414,156873,1.0,35,0.035,156873,0.051,235.2086929
3281,4,2,1,35,185048,8,1,3,6,0.414,111310,0.7,30,0.025,159014,0.028999999999999998,183.66671409999998
3282,6,1,2,35,195333,3,1,5,6,0.281,188921,0.7,30,0.025,269887,0.046,194.9125282
3283,2,2,1,45,159042,12,3,3,5,0.39399999999999996,222063,1.0,25,0.035,222063,0.084,215.9993435
3284,1,1,1,24,157845,12,6,3,6,0.435,401836,1.0,35,0.035,401836,0.126,253.9731386
3285,6,2,2,38,158865,5,1,6,2,0.389,50346,0.65,35,0.0535,77455,0.02,184.8421257
3286,6,1,2,43,125401,3,1,6,6,0.42100000000000004,172621,0.75,25,0.035,230161,0.083,222.79474559999997
3287,2,1,2,45,172189,5,1,5,2,0.354,236548,0.85,20,0.035,278292,0.096,192.2068259
3288,6,1,1,30,146584,5,2,5,6,0.384,139427,0.7,35,0.0535,199181,0.06,200.1567688
3289,6,1,2,52,127420,12,2,3,4,0.402,262259,0.75,25,0.0535,349679,0.149,225.4707625
3290,1,2,2,29,124581,9,6,1,5,0.34700000000000003,306033,0.55,30,0.0535,556424,0.165,177.8481061
3291,1,2,2,27,171146,11,1,3,4,0.384,253472,0.65,30,0.045,389957,0.09,184.3648767
3292,6,1,2,34,159549,10,1,6,5,0.359,241321,0.93,25,0.035,259485,0.091,219.51673590000001
3293,1,2,1,27,135417,5,6,1,5,0.385,347902,0.85,35,0.0535,409296,0.163,224.42985389999998
3294,6,2,1,24,119193,2,4,5,5,0.39899999999999997,150414,0.85,35,0.0535,176958,0.08,238.4214681
3295,6,2,2,23,240201,3,1,3,5,0.382,96188,0.85,40,0.035,113162,0.019,213.017693
3296,5,1,2,37,115634,13,2,3,4,0.494,203764,0.55,25,0.0535,370480,0.128,200.9247151
3297,3,1,2,42,131402,9,1,1,4,0.418,221871,0.75,25,0.0535,295828,0.12300000000000001,186.45746880000002
3298,3,2,1,24,77986,1,6,6,6,0.519,288190,0.93,35,0.0535,309882,0.23399999999999999,271.6005282
3299,6,2,2,44,157297,3,3,5,2,0.341,77302,0.85,35,0.0535,90944,0.031,176.8928885
3300,6,1,2,44,138326,3,1,3,3,0.396,401581,0.93,25,0.05,431808,0.204,218.1734914
3301,1,2,2,33,89535,13,6,5,6,0.462,155423,0.85,25,0.0535,182851,0.126,220.85275090000002
3302,3,2,2,36,105996,1,5,4,3,0.358,101832,0.75,25,0.025,135776,0.052000000000000005,198.23714640000003
3303,2,2,1,52,97041,3,3,1,5,0.425,194337,0.93,20,0.0535,208965,0.163,232.40414900000002
3304,1,2,2,40,176522,2,3,5,6,0.327,449372,0.85,25,0.035,528673,0.153,188.6604482
3305,4,2,1,42,53634,1,5,6,5,0.509,222891,1.0,25,0.015,222891,0.19899999999999998,272.0197514
3306,1,1,2,48,183323,11,1,3,6,0.43200000000000005,279806,0.75,20,0.0535,373075,0.124,184.9716333
3307,6,2,2,29,99660,9,3,2,3,0.385,443794,0.85,35,0.0535,522111,0.282,251.4897519
3308,2,2,2,54,167680,6,1,3,4,0.42700000000000005,162170,1.0,25,0.0535,162170,0.07,197.0889648
3309,6,1,1,28,53008,2,3,2,6,0.519,214107,0.93,35,0.025,230223,0.17300000000000001,276.66339980000004
3310,3,2,2,26,68767,10,6,1,5,0.444,288984,0.93,30,0.015,310735,0.174,264.9053777
3311,1,2,1,24,105409,11,1,3,5,0.428,292964,0.93,35,0.025,315015,0.11900000000000001,218.848024
3312,2,2,1,28,66417,3,3,4,5,0.49700000000000005,249271,0.93,30,0.025,268033,0.17800000000000002,246.2581133
3313,6,2,2,27,166656,1,5,3,6,0.445,126014,0.93,40,0.0535,135499,0.046,216.2675056
3314,1,1,1,28,61850,12,4,1,5,0.439,133510,0.85,20,0.035,157071,0.15,261.3397216
3315,6,1,2,32,111216,11,6,3,6,0.49700000000000005,315277,0.6,30,0.045,525462,0.172,230.7896765
3316,6,2,2,28,116837,3,2,3,5,0.478,143909,0.75,40,0.035,191879,0.057,238.1303312
3317,1,1,2,33,161278,8,1,5,6,0.322,137617,0.7,25,0.05,196596,0.06,149.6814719
3318,1,1,2,37,140676,7,6,3,3,0.41600000000000004,342900,0.45,25,0.0535,762000,0.177,182.03909919999998
3319,6,2,2,44,41955,10,2,5,6,0.426,281444,0.85,35,0.035,331111,0.33299999999999996,252.73363700000002
3320,4,1,2,47,123465,12,5,5,1,0.38799999999999996,189771,0.6,25,0.0535,316285,0.11199999999999999,226.9788929
3321,1,2,2,49,126467,11,1,6,5,0.42200000000000004,302345,0.93,30,0.0535,325102,0.16,218.1369284
3322,1,2,2,34,139225,10,1,3,2,0.445,370393,0.7,35,0.0535,529133,0.168,181.066749
3323,6,2,2,48,136739,1,1,4,6,0.39,169861,0.65,35,0.025,261325,0.053,210.62303480000003
3324,1,1,2,39,152491,13,1,3,3,0.45,392845,0.75,25,0.0535,523793,0.187,183.19402350000001
3325,2,2,1,34,62192,6,6,1,6,0.424,259118,0.93,30,0.015,278622,0.172,246.6346904
3326,6,2,2,31,173565,6,2,5,5,0.314,274857,0.93,30,0.0535,295545,0.106,212.0993665
3327,6,1,1,27,163772,4,1,3,6,0.442,190522,0.93,35,0.045,204862,0.066,219.9071227
3328,6,1,2,47,130521,1,5,5,4,0.39299999999999996,278137,0.85,25,0.0535,327220,0.155,241.30171569999996
3329,6,2,2,53,94897,11,1,4,6,0.489,395325,0.55,25,0.0535,718773,0.302,213.4419565
3330,2,2,2,42,124322,6,2,3,5,0.46299999999999997,198849,0.75,20,0.0535,265132,0.13,177.31502030000001
3331,3,2,2,21,216177,7,1,5,6,0.374,188131,0.75,35,0.035,250841,0.043,189.58971019999998
3332,2,1,2,29,126735,14,1,5,6,0.345,358333,0.75,20,0.035,477777,0.19699999999999998,207.2571669
3333,5,2,1,28,87762,2,4,1,5,0.428,152497,0.93,35,0.015,163975,0.064,258.8450395
3334,2,2,2,48,105790,1,6,6,4,0.43200000000000005,52048,0.7,25,0.0535,74354,0.036000000000000004,233.5556398
3335,6,2,1,27,269349,13,2,5,6,0.301,94465,0.93,35,0.0535,101575,0.022000000000000002,169.60454140000002
3336,2,2,2,32,162977,10,1,3,4,0.434,182449,0.7,20,0.015,260641,0.065,192.44580019999998
3337,2,2,1,24,142710,2,6,5,6,0.335,337214,0.55,30,0.015,613116,0.098,206.3238241
3338,2,1,2,55,58485,1,5,3,4,0.552,243018,0.65,20,0.045,373874,0.315,265.59689590000005
3339,6,2,1,29,110073,12,3,5,5,0.379,259655,0.7,35,0.0535,370936,0.149,231.00424750000002
3340,6,1,1,27,129706,2,6,3,5,0.444,206690,0.85,35,0.015,243165,0.059000000000000004,241.9951398
3341,2,1,2,37,160106,1,5,3,6,0.375,351928,1.0,20,0.0535,351928,0.179,219.3778426
3342,3,1,2,28,128064,12,6,5,5,0.332,164157,0.85,25,0.015,193126,0.062,225.0206262
3343,6,2,1,41,142437,6,2,6,5,0.444,222172,0.85,35,0.0535,261379,0.099,214.5880838
3344,1,2,1,38,157689,9,2,3,5,0.425,250870,0.85,35,0.0535,295141,0.10099999999999999,175.1333204
3345,1,2,2,34,141104,11,1,5,6,0.36700000000000005,241565,0.65,25,0.025,371638,0.092,178.8373949
3346,6,2,1,28,84908,12,5,6,1,0.442,224262,0.65,35,0.015,345018,0.09699999999999999,265.8271411
3347,5,1,1,27,180519,3,3,5,5,0.303,217025,0.975,35,0.035,222590,0.06,226.4112006
3348,6,2,2,42,120176,5,1,5,6,0.392,160616,0.7,30,0.05,229451,0.086,190.7703889
3349,6,2,1,35,59192,14,3,5,5,0.449,161944,0.93,35,0.025,174133,0.11699999999999999,259.738914
3350,6,2,1,34,74799,7,6,2,6,0.449,335087,1.0,35,0.025,335087,0.192,265.8665407
3351,3,2,2,53,140219,6,1,5,5,0.34600000000000003,387597,0.6,25,0.0535,645995,0.201,189.142252
3352,6,2,1,30,159354,12,3,6,5,0.327,188214,0.85,35,0.05,221428,0.07200000000000001,216.16750919999998
3353,2,2,2,24,140237,10,1,3,6,0.47100000000000003,319370,0.65,25,0.0535,491338,0.165,195.5907218
3354,1,1,1,33,136752,3,2,3,6,0.41,153120,0.975,25,0.045,157046,0.075,220.2731963
3355,5,1,1,23,82281,2,4,4,6,0.38799999999999996,233947,0.75,35,0.05,311929,0.172,224.7108637
3356,1,2,2,37,101712,5,1,5,6,0.434,445191,0.7,25,0.015,635987,0.21,197.8942545
3357,6,2,2,31,93697,2,3,1,6,0.401,102542,0.45,30,0.015,227871,0.045,213.70630099999997
3358,6,1,1,32,55313,8,2,2,3,0.469,170005,1.0,35,0.05,170005,0.18600000000000003,267.6742023
3359,6,2,1,27,128151,12,3,5,6,0.414,160216,0.93,35,0.015,172275,0.046,240.10469049999998
3360,6,2,2,37,112665,9,1,1,1,0.395,245257,0.65,30,0.0535,377318,0.146,201.853322
3361,2,1,1,47,165197,13,2,5,5,0.35,55754,0.93,20,0.0535,59951,0.027999999999999997,176.2738185
3362,3,2,2,38,166369,8,1,5,4,0.401,275895,0.6,25,0.035,459825,0.1,184.94447250000002
3363,2,1,2,35,155421,8,1,5,6,0.35200000000000004,274124,0.75,20,0.045,365499,0.134,178.356328
3364,6,2,2,33,154926,1,1,5,5,0.336,248143,0.7,30,0.0535,354490,0.107,196.5621604
3365,6,2,2,31,114628,11,1,3,5,0.467,149813,0.85,35,0.035,176251,0.065,226.288669
3366,6,2,1,31,97663,12,3,5,6,0.44799999999999995,143356,1.0,35,0.035,143356,0.073,262.7061501
3367,6,1,2,43,166931,6,1,1,6,0.364,181449,0.975,25,0.025,186102,0.059000000000000004,180.27311310000002
3368,6,2,2,33,167996,7,6,5,6,0.35600000000000004,385664,0.7,35,0.045,550949,0.13,203.84309140000002
3369,1,1,1,35,80390,11,2,3,5,0.484,250956,0.975,20,0.0535,257391,0.255,228.59692059999998
3370,5,2,2,37,95580,10,1,3,6,0.46,202215,0.85,25,0.045,237900,0.141,231.7728352
3371,1,1,2,33,120744,6,6,5,6,0.34600000000000003,192719,0.7,20,0.045,275313,0.121,208.436669
3372,6,2,2,34,118337,6,2,6,6,0.431,80021,1.0,35,0.05,80021,0.040999999999999995,223.79503430000003
3373,6,1,1,35,76823,11,4,2,5,0.42200000000000004,116835,0.975,35,0.0535,119831,0.096,238.2600891
3374,1,2,1,26,83753,4,3,5,5,0.45399999999999996,209604,0.65,35,0.05,322468,0.152,227.0416762
3375,6,1,2,45,160340,9,1,5,4,0.36700000000000005,237716,0.75,25,0.025,316955,0.08,186.77866730000002
3376,1,1,2,26,174901,10,1,5,6,0.314,219669,0.75,25,0.025,292892,0.068,176.13372719999998
3377,4,1,1,28,98988,2,3,3,4,0.483,229835,0.93,35,0.035,247134,0.115,260.7590441
3378,6,1,2,36,57728,3,2,1,5,0.483,123835,0.75,25,0.015,165113,0.10300000000000001,239.64231800000002
3379,1,1,1,21,159929,11,2,1,6,0.366,348029,0.85,35,0.0535,409446,0.138,182.91975119999998
3380,6,1,1,33,110906,10,2,5,5,0.382,308737,0.975,35,0.0535,316653,0.17600000000000002,237.9520187
3381,6,1,2,50,105603,8,1,3,5,0.43700000000000006,120714,0.93,25,0.035,129800,0.069,243.179046
3382,1,1,1,25,103448,11,2,3,4,0.44799999999999995,157971,0.85,35,0.025,185848,0.066,222.5777444
3383,6,1,1,33,157442,13,2,6,5,0.44799999999999995,294520,0.85,35,0.015,346494,0.069,234.2195195
3384,2,1,1,19,83634,2,3,3,6,0.514,173309,0.85,25,0.0535,203893,0.151,229.7130009
3385,3,2,1,28,129010,3,1,1,6,0.336,192683,0.85,30,0.0535,226686,0.1,207.275801
3386,1,1,1,23,202765,3,2,5,5,0.293,154585,0.93,20,0.035,166220,0.053,215.5640645
3387,6,1,2,38,138757,3,6,4,6,0.39,123492,0.45,30,0.0535,274427,0.06,170.76785230000002
3388,6,2,2,39,78887,12,3,5,5,0.409,104455,0.55,35,0.0535,189918,0.084,202.099137
3389,6,2,1,44,94089,1,5,4,6,0.42,247779,0.75,35,0.045,330372,0.15,231.64059300000002
3390,2,2,2,38,102938,13,1,5,4,0.392,120276,0.85,25,0.0535,141501,0.085,179.77071569999998
3391,6,2,2,53,115756,12,3,3,6,0.467,387725,0.65,30,0.015,596500,0.139,233.48801
3392,4,2,1,28,99476,12,3,3,5,0.46799999999999997,81133,0.975,35,0.0535,83213,0.052000000000000005,228.1485997
3393,6,2,2,40,114852,11,2,3,6,0.44,233638,0.7,35,0.015,333769,0.075,209.5457342
3394,6,1,2,43,164089,12,6,5,5,0.342,186652,1.0,25,0.015,186652,0.055,219.2557654
3395,6,1,1,38,145700,5,2,3,5,0.387,87244,0.975,35,0.0535,89481,0.038,189.72945090000002
3396,6,1,2,40,147881,3,2,5,6,0.376,195549,0.65,30,0.0535,300845,0.08900000000000001,182.6251569
3397,1,1,1,30,90797,6,2,1,6,0.433,430534,1.0,25,0.015,430534,0.228,247.8624301
3398,6,2,2,24,96666,3,2,5,6,0.41600000000000004,189749,0.93,40,0.035,204031,0.091,255.87770319999996
3399,2,2,1,22,150464,11,6,1,5,0.302,245931,0.93,30,0.0535,264442,0.109,225.73832990000002
3400,6,1,2,37,220488,11,2,3,6,0.445,346832,0.65,30,0.015,533588,0.065,172.2548032
3401,1,2,2,47,79801,2,3,6,5,0.485,285600,0.65,30,0.0535,439385,0.24,240.40260869999997
3402,3,1,2,34,41613,13,1,1,5,0.473,267767,0.65,25,0.025,411949,0.34600000000000003,240.8633074
3403,2,1,1,29,81958,3,6,2,6,0.462,263763,0.975,25,0.045,270526,0.215,279.7306597
3404,6,1,2,52,168419,12,3,1,5,0.37,274063,0.75,25,0.035,365417,0.098,244.14583599999997
3405,6,2,2,48,150678,9,1,5,7,0.336,174300,0.75,25,0.035,232400,0.07,215.22901690000003
3406,1,1,2,43,150299,8,1,3,1,0.379,319091,0.85,25,0.0535,375401,0.154,172.35788349999999
3407,6,1,2,55,44656,2,3,1,3,0.47700000000000004,153256,0.6,25,0.0535,255427,0.249,249.7373395
3408,6,1,2,33,126955,11,1,5,6,0.33299999999999996,406935,0.85,25,0.0535,478747,0.233,219.68458959999998
3409,6,1,2,39,134902,1,5,5,6,0.43,159119,0.93,25,0.035,171096,0.071,242.2778377
3410,6,1,2,24,99846,6,1,5,6,0.418,144759,1.0,35,0.0535,144759,0.092,220.7120378
3411,6,1,2,44,82853,13,1,5,6,0.426,201759,0.7,25,0.0535,288227,0.177,217.62270980000002
3412,2,1,2,43,177302,8,6,3,7,0.341,249249,0.55,20,0.0535,453180,0.115,147.80054209999997
3413,1,1,2,37,164679,8,1,5,5,0.316,443751,0.65,20,0.015,682694,0.156,148.4006085
3414,6,2,2,38,97980,6,1,1,4,0.42700000000000005,204227,0.7,35,0.0535,291753,0.132,219.6116764
3415,6,2,1,31,92686,3,3,5,5,0.42100000000000004,73975,0.85,35,0.0535,87029,0.05,217.3036329
3416,3,2,2,28,116375,7,2,3,6,0.41100000000000003,258804,0.85,30,0.0535,304475,0.149,196.17721559999998
3417,2,2,2,45,75735,6,2,5,5,0.414,138913,0.6,25,0.0535,231522,0.133,180.77719319999997
3418,3,1,1,29,42246,2,3,6,6,0.47,238591,0.55,30,0.0535,433802,0.37799999999999995,234.22898959999998
3419,1,2,1,32,74554,9,2,1,6,0.473,347999,0.93,35,0.0535,374192,0.295,233.0275367
3420,6,1,2,31,55699,6,2,2,6,0.479,84881,0.85,25,0.025,99860,0.08199999999999999,249.03420559999998
3421,6,1,1,23,73913,2,4,1,4,0.423,263723,0.93,35,0.0535,283573,0.226,276.57681510000003
3422,6,2,1,34,57293,1,6,2,4,0.493,198033,0.85,35,0.025,232980,0.14800000000000002,275.6105905
3423,6,1,1,32,163744,1,3,6,4,0.395,260953,1.0,35,0.0535,260953,0.10099999999999999,236.44791
3424,1,2,2,36,169444,5,1,5,6,0.35600000000000004,165522,0.975,35,0.025,169766,0.042,182.5257457
3425,2,1,2,35,167727,10,1,3,6,0.39399999999999996,194970,0.93,20,0.0535,209645,0.095,151.071876
3426,1,1,2,39,148867,11,1,5,5,0.37200000000000005,297507,0.75,25,0.025,396676,0.10800000000000001,186.12061640000002
3427,1,2,2,37,116229,6,2,4,5,0.392,898119,0.85,35,0.015,1056611,0.284,193.3602709
3428,6,1,2,38,64420,5,2,1,5,0.452,230003,0.6,25,0.0535,383338,0.259,231.06898109999997
3429,1,1,2,32,120498,6,1,6,6,0.414,281670,0.85,25,0.05,331376,0.16399999999999998,205.4194328
3430,6,2,1,33,47728,2,3,3,5,0.473,229929,0.7,35,0.0535,328470,0.305,247.2388415
3431,6,2,2,32,189449,2,6,3,6,0.381,164401,0.93,30,0.015,176775,0.036000000000000004,228.847694
3432,6,1,2,54,107351,11,2,5,2,0.355,738849,0.55,25,0.015,1343362,0.33,228.4756028
3433,4,2,2,37,43744,8,2,1,6,0.43200000000000005,179234,0.85,25,0.025,210864,0.221,247.26543909999998
3434,6,2,2,52,143087,13,1,5,5,0.37799999999999995,282867,0.75,30,0.045,377156,0.12,236.5306773
3435,4,1,2,33,105372,8,2,5,6,0.38,265169,0.55,25,0.025,482125,0.136,196.1663385
3436,6,2,2,43,124528,14,1,5,6,0.397,70310,0.6,30,0.0535,117183,0.038,162.62610039999998
3437,5,1,1,29,57998,12,3,3,5,0.527,195642,0.975,35,0.025,200658,0.145,258.28439449999996
3438,6,1,2,28,234580,13,1,5,4,0.33399999999999996,150217,0.85,35,0.025,176726,0.027000000000000003,208.4172899
3439,1,1,2,34,117696,8,1,3,5,0.44299999999999995,253342,0.55,20,0.0535,460622,0.175,181.47964430000002
3440,2,2,1,32,54702,9,5,5,5,0.45399999999999996,307377,0.85,30,0.05,361620,0.36200000000000004,248.0397639
3441,3,1,1,25,86154,4,6,5,5,0.39899999999999997,318583,0.6,35,0.0535,530972,0.23399999999999999,238.48619509999997
3442,1,1,2,39,171312,12,1,3,5,0.41200000000000003,668926,0.45,20,0.0535,1486502,0.318,184.00820290000001
3443,1,1,1,38,69788,9,3,1,6,0.475,206262,0.93,30,0.0535,221787,0.198,225.1061859
3444,6,2,2,33,137868,3,1,4,6,0.402,324101,0.85,35,0.015,381295,0.086,203.448569
3445,1,1,2,41,98896,3,2,1,5,0.457,232388,1.0,20,0.035,232388,0.16399999999999998,238.64796980000003
3446,6,2,2,43,73552,6,1,3,3,0.491,289766,0.7,30,0.05,413951,0.254,229.4322395
3447,6,2,1,27,163453,9,3,3,4,0.369,294745,0.93,40,0.015,316930,0.06,221.77893569999998
3448,1,2,2,23,126321,14,2,4,6,0.384,503324,0.85,35,0.045,592146,0.226,205.94495969999997
3449,6,2,2,42,151509,10,1,2,6,0.409,50788,0.93,30,0.035,54611,0.018000000000000002,201.10935759999998
3450,1,1,1,27,152649,6,2,5,5,0.332,205968,0.85,35,0.0535,242315,0.085,181.22285349999999
3451,3,1,1,29,97077,14,3,5,6,0.45,243793,0.75,30,0.045,325057,0.153,247.03677819999996
3452,6,1,1,51,76728,1,5,5,2,0.46799999999999997,162382,1.0,25,0.015,162382,0.102,278.3609827
3453,1,2,2,42,168503,5,3,3,5,0.39299999999999996,413407,0.93,35,0.045,444524,0.139,207.2420495
3454,1,1,2,49,167963,12,6,1,3,0.366,442792,0.75,20,0.045,590389,0.2,250.14308680000002
3455,6,2,1,32,47301,12,3,5,5,0.44299999999999995,348893,0.93,35,0.015,375154,0.271,272.9236484
3456,6,1,2,36,126031,2,3,6,6,0.402,137186,0.93,30,0.045,147512,0.066,239.27647149999999
3457,5,2,2,39,81789,7,1,5,3,0.414,161457,0.93,25,0.045,173610,0.132,234.3938324
3458,6,2,1,43,130488,2,3,3,4,0.452,112471,0.93,30,0.05,120937,0.055999999999999994,220.14730219999998
3459,5,2,2,28,152897,7,1,5,6,0.315,168057,0.65,30,0.025,258549,0.052000000000000005,175.2244853
3460,1,1,2,45,123950,7,1,3,5,0.41100000000000003,205642,0.93,20,0.045,221120,0.126,192.14713390000003
3461,2,2,2,21,71555,3,2,1,6,0.43700000000000006,183522,0.65,30,0.045,282342,0.156,245.1223857
3462,6,1,2,51,91523,3,2,1,2,0.43,391901,0.7,25,0.045,559859,0.28600000000000003,263.98133509999997
3463,4,2,2,44,149622,11,1,3,5,0.479,68947,0.75,25,0.025,91929,0.025,188.6575668
3464,2,2,1,34,125950,9,1,1,6,0.42,196937,1.0,25,0.0535,196937,0.114,194.5248547
3465,4,1,1,30,57852,12,3,2,5,0.467,175176,0.85,35,0.0535,206089,0.192,258.07933990000004
3466,3,2,2,47,133851,10,1,1,4,0.41,245158,0.65,25,0.0535,377166,0.133,202.5763959
3467,1,1,1,26,124776,12,3,3,6,0.41200000000000003,362675,0.975,35,0.035,371974,0.14400000000000002,233.87901430000002
3468,6,2,2,34,162626,7,1,5,6,0.331,106532,0.65,30,0.035,163895,0.035,176.9788729
3469,1,1,1,29,101861,3,2,5,5,0.41600000000000004,272857,0.93,35,0.0535,293395,0.17,226.1116003
3470,1,1,2,45,176732,13,2,3,5,0.433,239068,0.75,25,0.0535,318757,0.098,167.4806475
3471,1,2,2,35,118226,10,1,4,6,0.43700000000000006,384382,0.7,40,0.0535,549117,0.19699999999999998,180.30248319999998
3472,1,2,1,25,130697,6,2,1,5,0.39899999999999997,212356,0.85,35,0.015,249831,0.06,219.90684219999997
3473,3,1,1,25,138728,8,1,1,6,0.34,184769,1.0,35,0.015,184769,0.049,210.3373077
3474,1,1,1,28,65653,3,2,3,2,0.484,327662,0.55,35,0.045,595749,0.28300000000000003,231.75309269999997
3475,6,2,2,42,135303,13,1,6,4,0.37799999999999995,198616,0.55,30,0.0535,361120,0.098,172.9180985
3476,2,2,2,29,150379,6,1,2,5,0.392,298445,0.65,25,0.0535,459146,0.14400000000000002,180.17354469999998
3477,1,1,2,52,135683,13,1,3,3,0.424,249898,0.7,25,0.0535,356997,0.134,190.1073937
3478,4,1,2,37,151503,7,6,5,5,0.35600000000000004,233355,0.6,25,0.015,388925,0.07400000000000001,178.598003
3479,2,1,2,37,100264,11,1,3,5,0.45,177591,0.65,20,0.0535,273217,0.14400000000000002,180.24087250000002
3480,1,1,1,27,114288,3,2,5,3,0.4,282181,0.975,30,0.0535,289416,0.165,230.22735649999998
