,Location,NewHome,FTB,Age,Income,EmpSector,Occ,HouseComp,Education,Exp:Inc,LoanValue,LTV,LoanTerm,Interest,HouseVal,MRTI,Score
303,6,1,1,30,73900,3,3,5,6,0.434,236706,1.0,35,0.0535,236706,0.203,258.14743119999997
304,6,2,1,18,54160,12,3,4,6,0.485,57999,0.75,40,0.015,77332,0.036000000000000004,238.6281926
305,1,2,2,26,159754,8,1,5,3,0.305,124726,0.75,30,0.05,166301,0.05,170.65181
306,6,2,2,52,155755,3,1,5,3,0.38299999999999995,209902,0.85,35,0.0535,246944,0.085,217.61724390000003
307,3,2,2,44,124506,11,1,5,6,0.373,102268,0.85,25,0.0535,120315,0.06,158.4692628
308,6,2,2,27,68793,2,3,3,5,0.515,251543,0.85,35,0.015,295933,0.134,257.1155821
309,6,2,2,39,174059,3,1,5,5,0.363,146037,1.0,35,0.0535,146037,0.053,192.6094726
310,2,2,1,25,62177,12,3,3,5,0.49200000000000005,175266,1.0,30,0.035,175266,0.152,261.4053884
311,1,2,2,44,132172,13,1,5,3,0.374,277675,0.85,25,0.035,326676,0.126,200.8178342
312,1,2,1,31,130699,11,2,5,6,0.365,335597,1.0,35,0.035,335597,0.127,202.789132
313,6,1,2,29,108073,11,1,1,6,0.361,363308,1.0,30,0.015,363308,0.139,232.3772358
314,1,1,2,32,73270,10,2,5,6,0.445,262555,0.93,25,0.0535,282317,0.26,235.3818966
315,6,1,2,31,73527,6,2,5,6,0.46799999999999997,123521,0.93,25,0.035,132818,0.10099999999999999,254.3083667
316,3,1,2,39,102585,3,1,6,4,0.42700000000000005,241648,1.0,25,0.035,241648,0.142,243.32156580000003
317,1,1,1,25,152997,11,1,1,5,0.4,187634,0.93,35,0.0535,201757,0.078,187.5465061
318,5,2,1,33,93043,11,6,1,5,0.44299999999999995,260112,0.975,35,0.0535,266782,0.177,267.2967696
319,6,1,2,35,93963,12,5,5,3,0.44,86289,0.45,25,0.0535,191753,0.067,213.9436202
320,3,2,1,37,53549,12,3,2,6,0.474,163266,0.85,30,0.0535,192078,0.204,255.0208371
321,6,1,2,29,151546,6,1,5,5,0.402,364377,0.7,30,0.05,520539,0.155,190.1692765
322,6,2,1,31,97704,12,3,6,6,0.45399999999999996,224657,0.975,35,0.0535,230417,0.145,253.8276249
323,1,2,2,24,148247,11,2,6,6,0.41100000000000003,372253,0.93,35,0.015,400272,0.092,214.2543911
324,1,1,1,30,90399,6,2,5,6,0.409,350213,0.93,35,0.035,376573,0.192,241.36895730000003
325,6,2,2,40,172253,9,1,3,5,0.38799999999999996,387500,0.7,30,0.015,553571,0.09300000000000001,183.60473019999998
326,6,2,2,54,174061,12,6,5,4,0.331,278015,0.93,25,0.035,298941,0.096,248.58938730000003
327,4,1,1,28,90773,1,4,1,5,0.41700000000000004,173013,0.975,35,0.025,177449,0.08199999999999999,256.28348289999997
328,1,2,2,37,180344,7,1,3,4,0.4,99431,0.93,30,0.0535,106915,0.037000000000000005,150.3159675
329,6,1,2,31,145223,7,1,5,5,0.391,68315,0.75,25,0.0535,91087,0.034,181.49878059999998
330,6,1,2,32,105391,10,1,1,6,0.38,246807,0.93,30,0.0535,265384,0.157,210.3381957
331,3,1,2,28,130295,7,1,1,5,0.376,408648,0.75,25,0.0535,544864,0.228,210.8029144
332,1,2,2,39,108832,8,2,5,5,0.419,445883,0.93,30,0.05,479444,0.264,221.52860249999998
333,1,2,1,34,67713,10,1,3,6,0.485,178178,0.85,40,0.0535,209621,0.16,210.82049280000004
334,2,2,2,36,124076,7,1,1,5,0.33899999999999997,395185,0.85,20,0.025,464924,0.203,199.46773430000002
335,6,1,2,26,150372,3,1,3,6,0.409,170027,0.93,35,0.045,182825,0.064,217.7782617
336,6,1,2,50,153553,5,1,1,4,0.413,684136,0.7,25,0.0535,977337,0.324,242.65900930000004
337,6,1,1,33,158437,9,2,5,5,0.331,171090,1.0,35,0.045,171090,0.061,214.9573793
338,6,2,1,34,149961,12,3,5,4,0.34600000000000003,166159,1.0,35,0.045,166159,0.063,243.2468248
339,6,2,2,41,158357,8,1,5,5,0.359,135261,0.55,40,0.05,245929,0.049,150.46874580000002
340,1,2,2,39,91536,7,1,6,4,0.436,312136,0.7,25,0.0535,445909,0.248,193.7198486
341,6,1,2,27,154259,5,1,5,6,0.392,196793,0.85,30,0.0535,231521,0.085,186.05015840000002
342,6,2,1,30,139920,1,2,5,6,0.381,256692,0.93,35,0.035,276013,0.091,234.99491659999998
343,1,1,2,32,95664,3,2,4,6,0.457,223635,0.93,20,0.045,240468,0.177,236.6731576
344,6,1,1,30,49789,3,3,2,6,0.445,110923,0.7,35,0.045,158461,0.127,269.591591
345,2,2,2,40,146044,6,1,3,3,0.434,179480,0.7,20,0.045,256400,0.09300000000000001,210.963289
346,2,1,2,32,62847,3,2,1,6,0.451,446297,0.45,20,0.0535,991771,0.579,230.9117153
347,2,2,2,49,42605,3,6,5,5,0.457,311367,0.75,25,0.015,415156,0.35100000000000003,270.8550286
348,6,1,2,36,177210,13,1,1,6,0.325,440943,0.85,25,0.0535,518756,0.18100000000000002,200.2311791
349,6,2,1,32,115651,1,3,5,6,0.38799999999999996,215767,0.93,35,0.0535,232008,0.11800000000000001,227.51707059999998
350,1,2,1,27,80902,13,2,1,6,0.44799999999999995,397686,0.65,35,0.0535,611825,0.311,221.1020362
351,6,1,2,55,141368,14,5,1,2,0.429,96980,0.75,25,0.0535,129307,0.05,227.60487740000002
352,6,1,1,27,92723,12,4,5,5,0.44299999999999995,236275,0.975,35,0.0535,242333,0.161,256.68226949999996
353,6,1,1,49,146624,2,3,3,1,0.414,236138,1.0,25,0.035,236138,0.09699999999999999,263.3958841
354,1,2,2,50,124315,11,1,3,2,0.4,239974,0.75,35,0.025,319965,0.083,199.19089169999998
355,3,1,1,26,158438,10,2,1,3,0.37799999999999995,230310,0.7,30,0.035,329014,0.078,224.2372523
356,6,2,2,37,91148,9,3,1,6,0.44,90733,0.93,30,0.035,97562,0.054000000000000006,230.4431562
357,2,2,2,42,162125,6,1,5,5,0.358,322729,0.65,20,0.0535,496506,0.162,153.98360630000002
358,1,1,1,31,95663,13,2,4,5,0.45,262836,0.45,35,0.0535,584080,0.174,165.1228844
359,1,1,2,33,154113,3,1,5,7,0.353,217458,0.65,25,0.035,334551,0.085,195.6230075
360,2,2,2,42,101669,12,3,5,4,0.348,130124,0.75,20,0.045,173499,0.09699999999999999,212.89559100000002
361,1,1,2,52,125042,13,2,5,6,0.385,410630,0.7,20,0.05,586614,0.26,209.72421859999997
362,6,2,2,40,70988,3,2,1,5,0.439,63129,0.65,30,0.015,97122,0.037000000000000005,223.77555919999998
363,1,1,1,44,120421,12,6,1,6,0.40700000000000003,153838,0.93,25,0.015,165417,0.061,225.20152819999996
364,4,2,1,37,81752,5,3,2,3,0.395,182306,0.93,35,0.0535,196028,0.141,240.6200724
365,1,1,2,47,168734,9,6,4,4,0.379,255820,0.93,20,0.05,275075,0.12,182.44557609999998
366,2,1,2,39,127034,4,1,5,5,0.40399999999999997,79710,0.75,20,0.0535,106280,0.051,175.84919440000002
367,6,2,2,35,118350,8,2,2,6,0.405,352767,0.65,35,0.035,542718,0.14800000000000002,227.1422441
368,6,2,2,21,57272,3,2,3,4,0.507,62732,0.65,40,0.0535,96511,0.066,223.4064951
369,1,1,2,26,103030,1,6,3,5,0.495,206645,0.85,20,0.05,243112,0.159,230.0224531
370,6,2,2,27,107190,3,1,5,6,0.39899999999999997,177294,0.93,35,0.045,190639,0.094,238.58982090000003
371,1,2,2,52,140500,5,1,3,3,0.49,349028,0.6,30,0.045,581713,0.151,206.14161909999999
372,1,2,2,47,197121,9,1,5,5,0.305,165712,0.93,25,0.0535,178185,0.061,184.7330625
373,6,2,2,32,70378,5,1,5,6,0.43799999999999994,244287,0.6,30,0.015,407145,0.14400000000000002,223.539137
374,4,2,2,42,159573,5,1,2,6,0.271,147359,0.7,25,0.015,210513,0.044000000000000004,176.0745625
375,1,2,2,45,118516,14,1,5,6,0.402,370609,1.0,30,0.0535,370609,0.21,206.865298
376,2,2,1,49,53227,2,4,3,4,0.5,267801,0.65,20,0.05,412002,0.39799999999999996,254.52890219999998
377,6,1,2,38,129705,11,1,5,5,0.345,297320,0.93,25,0.0535,319699,0.166,205.47138590000003
378,4,1,2,27,49341,10,2,6,4,0.48200000000000004,233322,0.7,30,0.015,333317,0.196,254.40155409999997
379,6,2,2,22,180048,10,1,5,5,0.363,123481,0.75,40,0.045,164641,0.037000000000000005,222.839129
380,3,2,2,40,94531,3,2,5,4,0.415,154760,0.93,25,0.025,166409,0.08800000000000001,228.07445730000003
381,3,2,2,49,107933,5,1,2,5,0.46299999999999997,351191,0.93,25,0.035,377625,0.195,255.14394680000004
382,5,1,2,33,135352,13,1,5,5,0.401,307256,0.93,25,0.0535,330383,0.165,220.6360758
383,6,2,2,37,140437,3,1,3,6,0.466,286672,0.6,40,0.045,477787,0.11,219.7441159
384,1,2,1,34,164343,5,1,3,6,0.462,256845,0.93,35,0.015,276177,0.057,199.17813069999997
385,6,1,1,39,67382,12,3,2,5,0.445,199506,0.93,35,0.0535,214523,0.187,258.05377169999997
386,6,2,2,38,50204,6,1,1,6,0.496,78361,0.93,30,0.0535,84259,0.105,233.1740059
387,1,1,1,43,131438,3,2,1,6,0.335,223712,0.93,25,0.0535,240551,0.124,192.2062895
388,1,2,2,44,105928,2,3,3,6,0.439,131630,0.93,25,0.025,141538,0.067,211.48389269999996
389,2,2,2,37,153002,7,1,3,5,0.43700000000000006,239134,0.6,20,0.035,398557,0.109,181.45321189999999
390,2,1,2,43,90020,8,1,5,4,0.426,177670,0.85,20,0.0535,209024,0.161,188.9255456
391,1,1,2,39,69286,12,3,1,3,0.478,396118,0.7,25,0.0535,565883,0.415,248.3575769
392,1,2,1,19,147316,8,1,5,5,0.397,266086,1.0,35,0.015,266086,0.066,216.5637454
393,1,1,2,27,64277,3,2,1,5,0.449,296635,1.0,20,0.015,296635,0.267,257.91197919999996
394,2,1,2,50,160386,7,1,5,4,0.324,251260,0.55,20,0.025,456836,0.1,180.44064430000003
395,6,2,2,26,149650,10,1,5,6,0.349,109428,0.85,35,0.035,128739,0.036000000000000004,208.12780869999997
396,6,2,2,28,67901,13,2,5,6,0.45399999999999996,190787,0.45,40,0.0535,423971,0.171,194.7553179
397,1,1,2,32,157227,6,1,5,6,0.34,181084,0.93,25,0.035,194714,0.069,178.2399489
398,6,2,1,42,56231,4,3,1,6,0.44299999999999995,257158,1.0,35,0.015,257158,0.168,259.6018854
399,2,2,1,40,53223,4,4,1,6,0.46,234076,0.93,25,0.015,251695,0.21100000000000002,252.3328105
400,1,1,2,44,83803,2,3,6,6,0.435,403550,0.93,20,0.0535,433925,0.39299999999999996,248.5159304
401,1,1,2,28,155480,9,2,3,5,0.366,351667,0.75,20,0.0535,468889,0.184,176.6637131
402,6,1,2,41,201893,3,1,3,5,0.361,116604,0.93,25,0.0535,125381,0.042,176.0047958
403,6,2,1,21,174484,2,3,5,5,0.364,165040,1.0,40,0.0535,165040,0.057,229.39283369999998
404,2,1,1,27,118338,7,2,5,5,0.41100000000000003,200959,1.0,25,0.0535,200959,0.12300000000000001,208.429465
405,6,1,2,37,127600,7,2,6,6,0.431,187661,0.7,25,0.015,268087,0.071,201.1951767
406,6,2,2,54,140295,4,1,5,3,0.387,189141,1.0,30,0.015,189141,0.055999999999999994,240.67144419999997
407,6,2,1,38,110080,5,3,3,4,0.429,294746,0.75,35,0.0535,392995,0.16899999999999998,220.54237819999997
408,2,2,2,28,125420,1,5,5,5,0.36,179719,0.85,20,0.035,211434,0.1,216.1423232
409,1,2,2,34,150714,13,1,5,6,0.369,369521,0.85,30,0.045,434731,0.149,179.3229498
410,6,1,2,39,119779,3,3,5,3,0.374,270122,0.75,25,0.035,360163,0.135,242.82672680000002
411,1,1,1,29,117657,11,1,3,6,0.444,226219,1.0,35,0.05,226219,0.11599999999999999,212.0423003
412,1,1,2,53,110942,11,1,3,4,0.46,717248,0.85,25,0.0535,843821,0.47,223.873633
413,1,2,1,42,136929,5,1,3,3,0.457,106055,0.93,25,0.0535,114038,0.055999999999999994,189.850378
414,1,2,2,39,129517,9,1,5,6,0.369,258658,0.6,25,0.0535,431097,0.145,149.9274091
415,1,1,2,27,120841,1,6,3,5,0.43,234634,0.85,20,0.035,276040,0.135,229.64859449999997
416,6,1,2,34,57682,10,6,3,3,0.48200000000000004,221281,0.6,30,0.0535,368802,0.257,241.7399651
417,1,1,2,30,122796,7,1,5,5,0.374,371789,0.93,25,0.0535,399773,0.22,199.8715489
418,6,1,2,42,131315,3,2,5,4,0.35600000000000004,201333,0.6,30,0.045,335555,0.09300000000000001,200.14368369999997
419,6,2,1,24,70919,2,3,1,6,0.474,238739,0.975,40,0.0535,244861,0.204,268.57647799999995
420,6,1,2,39,115898,1,6,6,6,0.425,190155,0.65,30,0.05,292546,0.106,223.20797340000001
421,6,1,2,46,46776,9,6,2,6,0.433,139574,0.75,25,0.05,186099,0.209,242.78891769999996
422,1,1,2,55,125374,2,2,5,5,0.335,561162,0.65,25,0.015,863326,0.215,208.94438490000002
423,6,1,2,37,77147,1,1,5,5,0.409,286429,0.85,30,0.015,336975,0.154,234.9625539
424,6,2,2,19,74264,5,1,1,6,0.45299999999999996,203367,0.93,40,0.025,218674,0.10800000000000001,256.2998108
425,1,2,2,39,157594,8,2,5,7,0.26899999999999996,288717,0.6,35,0.035,481195,0.091,160.7873601
426,6,2,1,27,143061,6,2,6,5,0.43200000000000005,189899,1.0,40,0.025,189899,0.053,249.2098665
427,1,1,1,27,125456,12,3,1,6,0.379,208810,0.93,35,0.045,224527,0.095,239.09712779999998
428,6,1,2,31,142582,12,6,5,3,0.423,159928,0.6,25,0.015,266547,0.054000000000000006,235.0110634
429,1,1,2,33,70268,9,3,3,5,0.534,165951,0.6,25,0.025,276585,0.127,207.7691033
430,1,2,1,33,87961,8,2,3,6,0.439,225290,1.0,35,0.035,225290,0.127,238.18449130000002
431,1,1,2,39,143040,5,2,5,1,0.41,206180,0.85,20,0.0535,242565,0.11800000000000001,212.4932585
432,2,1,2,28,104380,6,1,5,6,0.43700000000000006,246749,0.65,20,0.0535,379614,0.193,208.9055745
433,1,2,2,45,95696,9,1,3,1,0.44799999999999995,327416,0.85,30,0.0535,385195,0.22899999999999998,202.55958130000002
434,1,1,2,33,172999,10,1,6,5,0.368,275307,0.85,25,0.015,323891,0.076,190.4958711
435,6,2,2,43,107207,9,4,5,6,0.38299999999999995,229297,0.6,30,0.025,382162,0.10099999999999999,190.84427119999998
436,2,2,2,39,136348,7,2,5,6,0.42100000000000004,181460,0.65,20,0.0535,279169,0.109,160.6933644
437,6,1,2,26,92267,8,1,5,6,0.41600000000000004,271390,0.93,30,0.035,291817,0.159,248.73083430000003
438,1,2,2,40,117185,11,2,1,6,0.42,373446,1.0,35,0.0535,373446,0.20199999999999999,210.34847709999997
439,2,1,1,19,85971,2,3,5,6,0.39899999999999997,218819,0.85,25,0.015,257434,0.122,240.75877230000003
440,6,1,2,43,82518,10,1,6,4,0.479,191126,0.55,25,0.045,347502,0.154,226.03852400000002
441,1,1,1,27,85474,14,4,1,6,0.449,275094,0.75,30,0.0535,366792,0.21600000000000003,233.0748503
442,6,1,1,35,60850,2,3,4,5,0.42,162266,0.45,35,0.0535,360591,0.16899999999999998,188.5508543
443,2,1,2,27,145393,14,1,1,6,0.41,240424,0.93,20,0.015,258520,0.096,216.03793599999997
444,6,2,2,30,46090,11,4,6,4,0.46,232364,0.65,40,0.015,357483,0.168,257.5450313
445,6,2,2,32,173058,8,1,3,6,0.46399999999999997,252777,0.65,35,0.025,388888,0.063,202.06856919999998
446,1,2,2,44,90687,3,2,3,3,0.46,235913,0.75,35,0.0535,314551,0.165,197.7068413
447,1,1,1,24,178382,3,3,1,5,0.35600000000000004,286717,1.0,35,0.035,286717,0.08,228.4858012
448,6,2,2,28,147199,10,1,3,6,0.44,70990,0.93,35,0.0535,76333,0.03,193.76450309999998
449,3,2,1,33,113375,11,1,1,6,0.418,145477,0.93,30,0.0535,156427,0.086,198.1700209
450,6,2,2,37,54770,1,3,2,5,0.509,269594,0.55,30,0.015,490171,0.204,245.74051060000002
451,6,2,2,39,161683,10,1,1,4,0.326,162518,0.65,35,0.015,250028,0.037000000000000005,191.90953000000002
452,3,2,2,28,83661,13,1,5,3,0.428,344188,0.7,25,0.015,491697,0.198,233.8915805
453,1,2,1,41,111266,1,6,3,7,0.461,345173,0.6,30,0.0535,575288,0.20800000000000002,203.0084805
454,6,1,2,27,150117,3,2,3,5,0.39799999999999996,224364,0.85,35,0.025,263958,0.064,217.91289930000002
455,2,1,1,25,77312,10,2,4,5,0.47100000000000003,234014,0.93,25,0.0535,251628,0.22,230.0219393
456,3,1,1,32,89523,2,4,5,5,0.43799999999999994,174250,1.0,30,0.025,174250,0.092,256.39318540000005
457,6,1,2,24,176936,10,1,6,5,0.37,84959,0.93,35,0.035,91354,0.024,218.23673050000002
458,2,2,1,26,110683,12,3,5,7,0.42700000000000005,218485,0.975,25,0.015,224087,0.095,238.6253154
459,4,2,2,39,60716,6,1,2,5,0.48200000000000004,125360,0.93,25,0.015,134796,0.099,237.17425260000002
460,6,2,1,26,44017,12,4,2,6,0.446,153787,0.93,35,0.015,165362,0.128,273.80420219999996
461,2,2,2,38,76541,10,2,2,4,0.41200000000000003,146424,0.65,20,0.045,225268,0.145,223.28620959999998
462,1,2,2,55,102033,3,1,3,4,0.426,191765,0.93,35,0.045,206199,0.107,234.6614728
463,6,1,2,31,45041,11,3,5,2,0.47700000000000004,62859,0.93,30,0.025,67590,0.066,251.3093405
464,1,1,1,37,144077,10,2,3,5,0.45899999999999996,276643,0.93,25,0.015,297466,0.092,201.1457141
465,6,1,2,47,115104,1,5,5,4,0.4,154629,0.75,25,0.015,206172,0.064,247.74275
466,2,2,2,41,153195,9,1,5,3,0.27699999999999997,215425,0.93,25,0.015,231640,0.068,185.6661601
467,2,2,2,45,141467,5,2,5,3,0.354,319187,0.75,25,0.025,425583,0.121,188.82425849999998
468,2,2,2,45,112430,12,1,4,6,0.41,209877,0.55,25,0.0535,381595,0.136,161.7428147
469,6,2,1,24,63177,9,4,4,5,0.462,93752,0.93,35,0.05,100809,0.09,228.490659
470,6,2,1,26,41525,13,2,2,6,0.41200000000000003,102413,0.93,35,0.0535,110122,0.156,242.12395469999998
471,6,2,1,27,58186,1,3,6,5,0.489,144337,1.0,35,0.0535,144337,0.157,255.2788793
472,3,2,2,45,156848,6,1,5,6,0.358,230767,0.93,25,0.045,248137,0.098,182.3832355
473,1,1,2,28,168424,13,1,3,5,0.38,321827,0.85,25,0.015,378620,0.092,191.4591863
474,6,2,1,37,141206,10,2,5,4,0.359,236990,0.975,35,0.0535,243067,0.106,205.287963
475,2,1,1,39,63358,12,4,2,6,0.38299999999999995,254984,0.85,20,0.0535,299981,0.32799999999999996,253.0950713
476,2,1,1,27,60554,2,4,2,6,0.41200000000000003,327584,0.93,20,0.0535,352241,0.441,266.800213
477,1,2,2,25,157689,13,1,5,5,0.299,308116,0.75,30,0.015,410821,0.081,187.8062663
478,6,1,2,53,174412,14,6,5,5,0.342,125567,0.55,25,0.0535,228304,0.052000000000000005,199.09005359999998
479,1,1,2,48,160868,12,1,6,4,0.33899999999999997,270507,0.85,25,0.035,318244,0.10099999999999999,221.57642719999998
480,1,1,1,28,111450,7,2,4,4,0.40700000000000003,236416,0.85,30,0.035,278136,0.114,198.7187358
481,2,1,2,42,49067,11,2,5,5,0.465,288921,1.0,20,0.035,288921,0.41,255.4844597
482,3,2,1,22,98462,9,3,3,5,0.478,51082,1.0,35,0.035,51082,0.026000000000000002,243.922433
483,4,2,2,39,86239,11,6,6,6,0.425,282841,0.65,25,0.0535,435140,0.23800000000000002,227.4324829
484,6,2,1,28,90960,5,3,4,3,0.433,159557,0.93,35,0.0535,171567,0.111,234.26167
485,6,2,2,43,88309,9,1,2,6,0.467,53364,0.75,30,0.0535,71152,0.04,205.8320303
486,4,1,2,44,72717,11,2,1,5,0.474,388340,0.55,25,0.025,706073,0.287,218.0342372
487,6,1,1,39,50773,12,4,1,5,0.48,74320,0.93,35,0.0535,79914,0.09300000000000001,244.3613674
488,3,2,2,33,112413,11,1,1,4,0.41200000000000003,249641,0.93,25,0.0535,268431,0.161,214.0955254
489,1,2,2,36,190319,10,2,5,5,0.359,358766,0.93,30,0.035,385770,0.102,180.03635490000002
490,6,1,1,19,41924,13,2,1,6,0.48,141268,0.45,35,0.0535,313929,0.213,227.3529838
491,1,2,2,34,47154,12,4,2,5,0.441,63190,0.75,25,0.015,84253,0.064,237.76647119999998
492,3,1,2,49,68702,2,3,1,6,0.449,98788,0.85,25,0.015,116221,0.069,242.0303873
493,6,1,1,30,163745,7,1,5,5,0.327,210774,0.55,35,0.045,383225,0.073,198.297011
494,2,2,1,40,94485,3,2,3,5,0.475,285861,0.85,30,0.045,336307,0.184,240.22194040000002
495,6,1,2,33,168944,13,1,5,4,0.38299999999999995,236897,0.6,30,0.025,394828,0.066,205.98153200000002
496,1,1,2,22,166812,7,1,1,6,0.371,664935,0.85,25,0.0535,782276,0.289,185.3216078
497,6,1,2,38,153791,13,1,5,4,0.32799999999999996,244838,1.0,25,0.0535,244838,0.11599999999999999,207.06616110000002
498,6,2,2,30,160170,3,6,5,5,0.34600000000000003,195608,1.0,40,0.0535,195608,0.07400000000000001,221.19821690000003
499,6,2,2,52,110966,4,4,4,6,0.43700000000000006,214751,0.65,30,0.0535,330386,0.13,218.598227
500,6,2,2,41,163304,3,1,1,5,0.397,126487,0.75,40,0.0535,168649,0.047,175.9158075
501,6,1,2,44,103385,4,6,5,3,0.376,118471,1.0,30,0.0535,118471,0.077,220.43189569999998
502,1,2,2,38,168628,3,1,3,6,0.441,269760,0.55,30,0.0535,490473,0.107,152.58199150000002
503,1,2,2,33,70819,1,4,3,4,0.491,439345,0.7,25,0.0535,627636,0.451,251.87157030000003
504,6,2,1,23,94157,3,3,5,5,0.41600000000000004,80644,0.93,35,0.0535,86714,0.054000000000000006,229.220583
505,6,1,2,41,41532,8,2,4,6,0.44799999999999995,228563,0.93,30,0.0535,245767,0.369,241.051269
506,6,2,2,30,178530,11,2,4,5,0.374,57212,0.45,40,0.015,127138,0.011000000000000001,152.56866680000002
507,2,2,2,26,126012,11,1,5,6,0.34600000000000003,180419,0.7,20,0.0535,257741,0.11699999999999999,180.79962
508,6,1,2,53,97726,5,2,3,4,0.474,160617,0.6,25,0.0535,267695,0.11900000000000001,221.46926290000002
509,6,2,2,43,111245,5,1,4,1,0.452,207765,0.85,30,0.025,244429,0.08900000000000001,207.3851229
510,1,2,2,20,125047,4,1,5,6,0.39,406323,1.0,30,0.015,406323,0.135,218.02159210000002
511,1,2,1,28,137029,11,1,3,4,0.46399999999999997,274152,0.55,40,0.0535,498458,0.121,169.50822130000003
512,3,1,2,31,51093,7,2,3,6,0.541,110239,0.45,25,0.0535,244976,0.157,182.4775033
513,1,2,1,35,102247,13,1,1,5,0.425,316518,0.93,35,0.025,340342,0.133,221.57284520000002
514,1,2,2,23,137232,11,1,3,7,0.449,295964,0.6,35,0.025,493273,0.09300000000000001,187.7336841
515,5,1,1,27,47756,2,3,1,6,0.451,168991,0.7,35,0.045,241416,0.201,272.7939257
516,1,1,2,29,144698,14,2,5,3,0.387,247241,0.65,25,0.0535,380371,0.124,191.4352951
517,2,2,2,32,158739,7,1,5,6,0.341,332448,0.6,20,0.015,554080,0.121,151.6864608
518,6,2,2,32,102182,7,1,4,6,0.41100000000000003,266708,0.6,30,0.0535,444513,0.175,183.50605330000002
519,1,2,1,26,100089,8,2,3,6,0.45799999999999996,338067,0.85,35,0.025,397726,0.145,218.63516869999998
520,3,1,2,27,55004,13,1,1,5,0.48100000000000004,239990,0.93,25,0.025,258054,0.235,251.8256852
521,2,1,1,27,111743,12,5,1,5,0.40700000000000003,151645,0.7,20,0.0535,216636,0.111,233.24659359999998
522,6,1,1,36,142019,9,3,3,6,0.41100000000000003,173615,0.93,35,0.025,186683,0.052000000000000005,210.2230219
523,1,2,2,31,66789,5,2,1,5,0.47,148787,0.93,35,0.045,159986,0.126,250.97851380000003
524,1,2,1,41,86653,8,3,3,5,0.495,69609,0.93,30,0.0535,74848,0.054000000000000006,196.6417292
525,4,2,2,43,150875,7,1,5,5,0.34299999999999997,405167,0.85,25,0.0535,476667,0.195,188.6625218
526,4,2,2,37,113159,7,2,3,5,0.47700000000000004,206949,0.65,25,0.0535,318383,0.133,198.2548563
527,1,2,1,28,91002,3,2,1,6,0.462,277396,1.0,35,0.0535,277396,0.193,253.91235719999997
528,3,2,2,29,114589,11,1,2,4,0.33799999999999997,192986,0.6,30,0.035,321643,0.091,207.0998316
529,1,1,2,41,90514,14,2,1,5,0.43799999999999994,388242,0.75,25,0.035,517656,0.258,225.5103483
530,2,1,2,44,151084,10,1,5,6,0.318,168425,0.85,20,0.0535,198147,0.091,149.2383765
531,1,1,2,45,161789,6,2,2,5,0.31,365189,0.85,25,0.0535,429634,0.16399999999999998,175.4294408
532,6,1,2,43,156050,11,1,5,3,0.364,164793,0.85,25,0.015,193874,0.051,191.4484119
533,2,2,1,25,152257,8,2,5,4,0.37,268703,0.93,30,0.015,288928,0.073,220.30643140000004
534,6,1,1,30,82533,11,6,5,4,0.4,222358,0.85,35,0.0535,261598,0.17,241.2499075
535,6,1,2,33,129269,11,1,5,4,0.4,517769,0.7,30,0.045,739670,0.244,220.59160669999997
536,1,2,2,43,157812,13,1,5,6,0.35600000000000004,281606,0.6,35,0.015,469343,0.066,138.5638961
537,6,2,2,50,59180,3,2,4,6,0.473,241668,0.7,25,0.045,345240,0.272,270.1960737
538,6,2,2,25,156443,14,2,5,6,0.38799999999999996,213245,0.75,35,0.045,284327,0.077,221.62847259999998
539,2,1,1,29,124002,5,6,6,6,0.429,138038,0.975,25,0.0535,141577,0.081,221.3102989
540,6,1,1,50,127865,14,1,3,5,0.40299999999999997,129840,0.975,25,0.015,133169,0.049,223.922547
541,2,2,1,27,72507,10,2,3,5,0.521,293388,1.0,30,0.0535,293388,0.271,244.49482650000002
542,6,2,1,29,92235,2,3,5,5,0.446,237493,0.93,35,0.035,255369,0.128,266.0389584
543,6,2,2,49,94567,1,5,3,7,0.495,152379,0.7,30,0.0535,217684,0.10800000000000001,244.59069900000003
544,1,2,2,30,184198,6,1,3,6,0.414,290864,0.6,30,0.0535,484773,0.106,153.06030900000002
545,1,1,2,53,155864,6,1,3,2,0.36700000000000005,151097,0.85,25,0.0535,177761,0.07,186.2563084
546,6,2,2,42,64402,11,1,5,5,0.447,170944,0.7,30,0.025,244206,0.126,227.7780982
547,6,2,2,33,141676,1,5,3,6,0.469,188031,0.6,30,0.025,313385,0.063,220.657615
548,1,1,1,28,164020,7,1,3,3,0.439,103277,1.0,20,0.0535,103277,0.051,196.4829343
549,3,2,2,34,102981,10,1,1,6,0.36,84112,0.65,25,0.025,129403,0.044000000000000004,181.65730459999997
550,6,2,2,38,117128,3,2,5,6,0.42100000000000004,204041,0.65,35,0.045,313909,0.099,227.43904550000002
551,6,1,1,28,81800,3,2,2,4,0.41600000000000004,133103,0.7,35,0.0535,190147,0.10300000000000001,226.97626459999998
552,6,1,2,47,169800,10,6,3,2,0.418,229162,0.93,25,0.015,246411,0.065,247.9325673
553,6,2,2,37,109177,4,2,5,5,0.374,292556,0.65,30,0.035,450086,0.14400000000000002,219.1115355
554,6,1,1,37,119890,3,1,4,5,0.435,245014,0.55,35,0.0535,445480,0.129,172.5470772
555,3,1,2,28,64985,6,2,1,5,0.451,197749,0.55,25,0.0535,359544,0.221,211.84026740000002
556,1,2,1,27,149812,2,3,5,6,0.385,342056,0.85,40,0.025,402419,0.09,214.5599094
